Date,EAT,ASB,HUGE,WPL,DVL,MBK,ATT,KTY,XTB,EUR,ASE,AMC,BHW,GPW,CMR,CLN,DOM,LVC,CIE,CAR,PEP,FMF,PCO,DAT,ING,BML,BFT,MAB,ALR,PLW,MIL,TEN,KRU,ENA,NEU,SLV,KER,BDX,PKP,11B
2021-05-27,-0.001290322580645098,-0.0041736586205413095,-0.07001151926276716,0.04389635829400751,0.0032820867161857947,0.019863013698630194,-0.013213213213213115,0.003120072466199275,0.00731570061902076,0.025422494172494092,-0.004927353126974121,-0.00915359010936767,-0.004653049537081233,0.015975130607486676,0.021369554873037266,0.005715200146309218,0.0,-0.05400968562751374,0.028577203931576367,0.0,-0.005037783375314908,-0.024590163934426257,-0.022222222222222254,0.031565656565656575,-0.0166366430009538,0.1005965850648014,0.023454157782516027,0.2655601659751037,0.028124999999999956,-0.019432750776034347,0.05740181268882183,0.0009323006310957282,0.023106712564543885,-0.019897669130187645,0.012690355329949332,0.0,-0.005328596802841923,-0.004698318496538012,0.010330578512396604,0.001984126984126977
2021-05-28,0.006459948320413522,-0.022986519184237775,0.007431874483897705,-0.031985670419651946,0.024517906336088302,0.00738750839489577,0.04625684723067569,0.0016722408026756952,-0.011173184357541888,0.05633302550259289,-0.014855256475368228,-0.005758848230353775,0.0724234651068012,0.0068420381624241244,0.012536529583668576,0.03405087172959331,-0.0013291360615599324,0.0,0.05554190822442773,0.015639686684073117,0.0,-0.021008403361344463,0.0146590909090909,0.028151774785801775,0.019019396551724244,-0.06915887850467273,0.03125,-0.06721311475409841,0.03313069908814592,0.015177797051170838,0.02857142857142847,0.014043132478326337,0.04201539302687474,-0.0034802784222737193,-0.01253132832080206,-0.002614379084967311,0.03214285714285703,-0.02395740905057675,0.053169734151329306,0.007920792079207928
2021-05-31,0.029525032092426073,-0.08782947107730399,0.02950819672131133,-0.010397391840690773,0.03666980371067474,0.008000000000000007,0.003490401396160525,0.04173622704507518,-0.014689265536723006,-0.01687962340282445,-0.005026420930532294,-0.004706166284542013,0.04356865024366252,-0.01800185716697622,-0.012381310913121557,0.027433997933657084,-0.0025917623984309524,-0.006767895878524999,0.028508925038981614,-0.02051466618679143,-0.04177215189873418,0.0042918454935620964,-0.014447306529286719,-0.004761904761904856,0.027018452915983815,-0.004016064257028162,-0.015151515151515138,0.07557117750439368,-0.007355104442483107,-0.041520717642033356,-0.009920634920634885,-0.007842860170988453,0.0,0.009895227008149154,0.0012690355329949554,-0.005242463958060162,0.0017301038062282892,0.031090909090909058,0.024271844660194164,-0.005893909626719096
2021-06-01,0.005610972568578454,0.15495006302724712,-0.004777070063694211,-0.015759950138010792,0.0615374639302273,0.015211640211640232,-0.028405797101449193,-0.022435897435897467,-0.008027522935779796,0.010602640399480112,0.0,-0.008183802133850615,-0.022963391384444032,0.0032666394446714264,-0.012536529583668687,-0.01814330644643658,0.0170658051829482,0.0,-0.004253971127302414,-0.002624603028791861,-0.07265521796565388,0.002136752136752351,0.0,0.0011961722488038617,-0.011120263591433255,-0.012096774193548265,-0.021538461538461506,0.013071895424836555,0.0219324244220509,0.010384169712095659,0.012024048096192397,0.0,0.015498869874071675,0.009798270893371708,0.0076045627376426506,-0.0487483530961792,-0.015544041450777146,0.0016928231352493217,0.004739336492890933,-0.018181818181818188
2021-06-02,0.013639181649101273,-0.06095206111997309,0.04533333333333345,0.0035281346119051538,0.0,-0.0228013029315961,0.014916467780429654,-0.02950819672131144,0.019075144508670316,-0.006565588195478478,-0.007564766839378234,-0.009412627590000722,0.0,0.001606580553949133,-0.02118807634570019,0.011963130025495206,0.0,0.026993972219795603,-0.017134027178112077,-0.0026315096971132323,0.05413105413105401,0.012793176972281328,-0.006022727272727235,0.03345280764635605,-0.03373594335693475,0.010204081632652962,-0.03144654088050314,0.22580645161290325,-0.0020301624129930307,0.025737726611088974,0.001980198019801982,0.05023026159616384,0.06335453100158994,0.038812785388127935,-0.0062893081761006275,0.027700831024930705,0.007017543859649145,-0.013378868429391066,0.0,0.02254428341384851
2021-06-04,0.00917431192660545,-0.013008493518104625,-0.030612244897959218,0.021364824664202642,-0.0014355089948381305,0.005333333333333412,0.0,-0.016891891891891886,-0.003403289846851898,0.001975880629556448,-0.01273885350318471,-0.017831801073610043,0.010699173445002375,-0.006886522092476199,0.008632399982472228,-0.0010766580534021797,-0.018091423836486653,-0.024668254508336207,0.02177933968371404,-0.0026120682831587416,-0.008108108108108025,-0.0189473684210526,0.002515148050760141,0.015028901734104094,0.005280172413793194,0.010101010101010166,-0.01406926406926412,-0.011842105263157987,0.009880848590526181,0.020060633425788676,0.017786561264822254,-0.021246779078703537,-0.003588248486207757,0.05164835164835169,0.02405063291139231,-0.0026954177897574594,0.026132404181184565,0.011847411055204704,0.0,0.04527559055118102
2021-06-07,-0.015151515151515138,0.019747271162643187,0.0026315789473685403,-0.0157105030891439,-0.018871964274790543,0.0053050397877982824,0.03762492651381533,0.04295532646048117,0.006829823562891413,0.008567931456548328,0.0025912215758856494,0.01212463877371528,-0.01162715026356309,-0.0012274959083470316,0.025762446780780213,0.009678810088381118,0.010478199718706005,0.035496249781964195,0.04905643299995477,-0.010554997090101104,-0.005449591280654031,0.015021459227467782,0.001254418975938032,-0.048974943052391806,0.008414621074070094,0.0024999999999999467,0.04171240395170139,-0.02130492676431417,0.00374100719424475,0.030732262552168876,-0.023300970873786464,-0.030321925084291657,-0.03818741090854527,0.047021943573667624,-0.037082818294190356,0.0013513513513512265,-0.008488964346349714,-0.036854170340327896,0.00943396226415083,0.007532956685499137
2021-06-08,-0.021538461538461506,0.006440151010437489,0.020997375328083878,-0.014078192252510724,0.04882002681048725,-0.029023746701847042,-0.018130311614730887,-0.008237232289950547,0.012436404748445318,-0.023530204962243784,0.010285352602985354,0.010738005089690139,0.0032043544103768085,-0.0016386726751331793,0.004192960908051324,-0.029846922436431056,-0.010369545549446801,-0.00985429124905246,-0.006104137008757227,-0.002673582332967994,-0.015068493150684814,-0.014799154334038112,0.0,-0.015568862275449069,0.002125963327132663,-0.007481296758104827,-0.030558482613277094,0.061224489795918435,-0.022362385321100908,-0.005950920245398783,-0.03141153081510939,-0.01726642692133651,-0.0044851794071761875,0.012974051896207595,0.01797175866495504,0.0,-0.017123287671232834,0.012193335774441483,0.004672897196261738,-0.013084112149532756
2021-06-09,0.0062893081761006275,-0.03203883495145632,-0.03856041131105403,-0.007185084129149644,-0.005647534405374133,0.01902173913043481,0.0011540680900175015,-0.009966777408637828,-0.005583472920156374,0.0,0.0,0.01897568165070007,0.003194119320046207,-0.0032611277886961387,0.05415436524673134,-0.01098127241918101,0.009212376933895872,-0.004848587955086803,-0.0010199874129214193,0.01603088223467286,-0.009735744089012566,0.0042918454935620964,0.00011389521640103872,0.0036496350364962904,-0.015645717316361774,-0.0060301507537686705,-0.0021739130434782483,-0.007692307692307665,-0.0114369501466276,-0.04159723507992341,0.0303776683087027,0.020889879798371425,0.004505386875611972,-0.044334975369458185,0.003783102143757988,0.012145748987854255,-0.006968641114982521,0.005136924356980099,0.03953488372093039,0.012310606060605966
2021-06-10,-0.009375000000000022,-0.019877815263973697,-0.007219251336898269,-0.02171124954195669,-0.007084566406600268,-0.011333333333333306,0.03112391930835723,0.003355704697986628,0.026389668725435245,0.006697507422495308,0.0,-0.015126860724401947,0.009573656089848503,0.006153579476512405,-0.011842842282147714,-0.0011125450580747875,0.009128283743293109,0.01820668433199435,0.002042057698992128,-0.0026120682831587416,0.00561797752808979,0.00427350427350448,-0.004783054321831237,-0.01696969696969708,0.004256465517241237,-0.0010111223458038054,-0.011982570806100212,0.05943152454780365,0.010975971521803629,0.024620602313950135,-0.012749003984063534,0.012082799221383445,0.03748049921996888,-0.0010309278350515427,-0.002512562814070307,0.020000000000000018,0.0052631578947368585,-0.018787115350009098,0.02460850111856816,-0.08886810102899911
